queue_cell,threshold,latency_ms,block,eligible_opportunities,baseline_fills,cancelled_opportunities,cancel_rate,fills_prevented,surviving_fills,favourable_fills_sacrificed,adverse_markout_avoided,favourable_markout_sacrificed,net_markout_preserved,net_per_eligible_opportunity,avoidance_efficiency_ticks,avoidance_efficiency_lift,net_markout_lift_over_random,cancel_too_late_rate,catastrophic_25_avoided,catastrophic_25_avoidance_lift,catastrophic_50_avoided,catastrophic_50_avoidance_lift,catastrophic_100_avoided,catastrophic_100_avoidance_lift
conservative,0.1,0,992801,614,180,244,0.3973941368,80,100,19,3613.5,9.5,3604,5.86970684,380.3684211,1.027254829,0.9344318968,0.5238095238,61,1.031954887,57,1.308673469,1,0.2045454545
conservative,0.1,0,992802,3600,1508,1774,0.4927777778,1001,507,126,39322.5,63,39259.5,10.90541667,624.1666667,0.8582039254,0.9580332359,0.1581160639,679,0.9695820767,369,1.083618136,16,0.4017316017
conservative,0.1,0,992803,3600,1492,1708,0.4744444444,958,534,59,33207.5,50.5,33157,9.210277778,657.5742574,1.206181559,1.009522318,0.1976549414,610,1.011736823,161,1.05354292,9,0.467223382
conservative,0.1,0,992804,3600,1417,1605,0.4458333333,911,506,88,32932.5,44,32888.5,9.135694444,748.4659091,0.6787904674,0.9380977528,0.2119377163,531,1.018415827,213,0.8061006194,35,0.9721459934
conservative,0.1,0,992805,3600,1042,1241,0.3447222222,698,344,53,21798.5,26.5,21772,6.047777778,822.5849057,1.019368291,0.8961630119,0.1921296296,393,0.9843704929,128,0.8455004184,43,0.558191105
conservative,0.1,0,992806,3600,1786,1834,0.5094444444,1163,623,168,52898.5,190,52708.5,14.64125,278.4131579,1.033089513,0.8687916218,0.1196063588,622,0.9410789999,360,0.8624743958,162,0.8668318448
conservative,0.1,0,992807,3600,1593,1671,0.4641666667,917,676,141,26108,70.5,26037.5,7.232638889,370.3262411,0.7818166803,0.8431175692,0.2658126501,391,0.8775709467,168,0.8197958659,21,0.334687303
conservative,0.1,0,992808,3600,1284,1564,0.4344444444,821,463,113,38095,56.5,38038.5,10.56625,674.2477876,0.9745141636,1.025091763,0.1596724667,454,1.017237348,267,1.011074311,101,1.019087659
conservative,0.1,0,992809,3600,1682,1631,0.4530555556,885,797,83,31701,77.5,31623.5,8.784305556,409.0451613,0.4889808035,0.8316040068,0.2914331465,484,0.9473464947,199,0.7671651712,65,0.6677660712
conservative,0.1,0,992810,3600,1894,1757,0.4880555556,1113,781,122,41902.5,449,41453.5,11.51486111,93.32405345,0.8823914858,0.9457134934,0.2183988764,683,0.9808151459,304,0.8452924147,49,1.111781971
conservative,0.1,0,992811,3600,2730,2087,0.5797222222,1610,1120,114,97896,2739,95157,26.4325,35.7415115,1.231983559,1.054899278,0.1192560175,1197,1.025098814,671,0.9980549199,259,1.111832691
conservative,0.1,0,992812,3600,2804,2167,0.6019444444,1630,1174,143,99862.5,5480.5,94382,26.21722222,18.2214214,1.012309965,0.9935695958,0.1593604951,1178,1.009187789,764,0.998683499,263,0.8888497836
conservative,0.1,0,992813,3600,2818,2263,0.6286111111,1761,1057,198,97993.5,3145,94848.5,26.34680556,31.15850556,1.075788646,0.9735922938,0.1277860327,1220,0.9965682059,762,0.9778452955,255,0.881334604
conservative,0.1,0,992814,3600,2731,2201,0.6113888889,1713,1018,90,92936.5,990,91946.5,25.54069444,93.87525253,1.128553875,1.03493265,0.1040794979,1201,1.032755734,699,1.027097743,279,1.071816513
conservative,0.1,0,992815,3600,2311,2041,0.5669444444,1393,918,88,57727.5,494,57233.5,15.89819444,116.8572874,1.208460187,0.9531023019,0.1562689279,765,0.929774461,403,0.8336418466,108,0.9737663473
conservative,0.1,0,992816,3600,2303,1991,0.5530555556,1448,855,114,55394,780,54614,15.17055556,71.01794872,0.7033565488,0.8530969751,0.1282360024,891,0.932921939,413,0.8961309008,106,0.752632942
conservative,0.1,0,992817,3600,2023,2005,0.5569444444,1283,740,88,46703.5,576,46127.5,12.81319444,81.08246528,0.8835353479,0.8993045597,0.1480743692,703,0.9252684066,415,0.9126372008,41,0.5621539191
conservative,0.1,0,992818,3600,1673,1771,0.4919444444,1113,560,85,38801,42.5,38758.5,10.76625,912.9647059,0.7301714891,0.8882327788,0.08919803601,610,0.9033677231,241,0.8233133219,13,0.205693479
conservative,0.1,0,992819,3600,1702,1700,0.4722222222,906,796,59,31191.5,29.5,31162,8.656111111,1057.338983,5.333838093,0.7374163482,0.2646103896,554,0.9275733573,170,0.691255029,15,0.2709500764
conservative,0.1,0,992820,3600,1614,1674,0.465,892,722,111,28960.5,271.5,28689,7.969166667,106.6685083,0.5358412191,0.8027086467,0.2021466905,500,0.9212917721,183,0.7407680501,13,0.2904002657
conservative,0.1,0,992821,3600,1322,1655,0.4597222222,864,458,108,33516,54,33462,9.295,620.6666667,0.9723903533,0.8780346813,0.1692307692,467,0.9044977731,234,0.8484399684,69,0.567614994
conservative,0.1,0,992822,3600,1236,1587,0.4408333333,797,439,75,34219,70.5,34148.5,9.485694444,485.3758865,0.7474323491,0.912581639,0.2299516908,541,0.9721798575,227,0.75221182,69,1.20231768
conservative,0.1,0,992823,3600,1544,1640,0.4555555556,845,699,70,29652.5,35,29617.5,8.227083333,847.2142857,3.448209793,0.8707167282,0.2204797048,432,0.8969983862,199,0.7853489591,64,0.6533073287
conservative,0.1,0,992824,3600,1310,1265,0.3513888889,677,633,81,28804,160.5,28643.5,7.956527778,179.4641745,0.7102414178,0.9637688718,0.1901913876,493,1.01162104,134,0.7007864585,55,1.085973533
conservative,0.1,0,992825,3600,1373,1592,0.4422222222,799,574,85,35500,42.5,35457.5,9.849305556,835.2941176,0.8893903459,0.9147221083,0.181352459,545,1.01685875,243,0.9665988736,76,0.782025436
conservative,0.1,0,992826,3600,822,1002,0.2783333333,456,366,20,16842,10,16832,4.675555556,1684.2,1.779670723,1.035347531,0.2487644152,249,0.946952032,120,1.076197958,1,0.1060371517
conservative,0.1,0,992827,3600,1396,1276,0.3544444444,691,705,84,30919.5,817,30102.5,8.361805556,37.84516524,0.5646854124,0.8336288445,0.2075688073,399,0.9108293066,272,0.9573359823,115,0.8039098844
conservative,0.1,0,992828,3600,1378,1453,0.4036111111,748,630,38,42035,48,41987,11.66305556,875.7291667,0.9519438337,0.9511150475,0.1538461538,548,0.928749588,358,0.9799763212,106,0.753969401
conservative,0.1,0,992829,3600,1187,1488,0.4133333333,585,602,114,15684.5,129,15555.5,4.320972222,121.5852713,0.8661415709,0.6780241275,0.2538265306,245,0.8440062107,96,0.6883029809,0,0
conservative,0.1,0,992830,3600,1362,1548,0.43,752,610,151,21805.5,155.5,21650,6.013888889,140.2282958,0.8360684023,0.7562406724,0.2142110763,383,0.8847936116,137,0.6581706078,44,0.6532089292
conservative,0.1,0,992831,3600,1161,1371,0.3808333333,703,458,133,28370,66.5,28303.5,7.862083333,426.6165414,0.9431299005,0.9816565492,0.2056497175,381,0.9665423367,194,0.9259819601,63,1.030139572
conservative,0.1,0,992832,3600,2085,2055,0.5708333333,1397,688,93,66920,46.5,66873.5,18.57597222,1439.139785,1.992084619,0.9131822308,0.1471306471,956,0.9779400978,500,0.9156342908,134,0.6711169188
conservative,0.1,0,992833,3600,2171,1883,0.5230555556,1326,845,67,54054.5,75.5,53979,14.99416667,715.9536424,12.10487735,1.005573971,0.1591629677,822,0.9592469917,409,0.9747267175,65,1.003977063
conservative,0.1,0,992834,3600,2377,2080,0.5777777778,1508,869,98,63045,427,62618,17.39388889,147.64637,0.6269700934,0.853792416,0.1561275881,972,0.9296872988,444,0.8282359958,118,0.6326485501
conservative,0.1,0,992835,3600,1799,1899,0.5275,1116,683,143,50251.5,468.5,49783,13.82861111,107.2604055,0.7048531104,0.863870575,0.1930585683,705,0.9502216169,334,0.8360409849,149,0.7798346367
conservative,0.1,0,992836,3600,2037,1819,0.5052777778,1225,812,118,45869.5,583,45286.5,12.57958333,78.67838765,0.623888415,0.8923818383,0.1643929059,771,0.9675946092,348,0.8374446971,38,0.4975478065
conservative,0.1,0,992837,3600,1390,1327,0.3686111111,654,736,90,22267,65,22202,6.167222222,342.5692308,3.697230189,0.8733456165,0.269273743,344,0.8916237786,154,0.7338763868,18,0.4158356602
conservative,0.1,0,992838,3600,1894,1713,0.4758333333,1065,829,152,35250.5,358,34892.5,9.692361111,98.4650838,1.092724203,0.9611671786,0.1956193353,582,0.9952221018,240,0.857062051,13,0.4203499787
conservative,0.1,0,992839,3600,1674,1608,0.4466666667,995,679,94,37790.5,667,37123.5,10.31208333,56.65742129,0.7836446047,0.9348734301,0.1817434211,640,0.9979089144,228,0.8008140913,62,0.9934242642
conservative,0.1,0,992840,3600,1319,1351,0.3752777778,782,537,126,26276,63,26213,7.281388889,417.0793651,0.9259421721,0.9788566637,0.218,397,0.9920299327,204,0.974750585,47,1.165807883
conservative,0.1,0,992841,3600,1228,1287,0.3575,685,543,37,29080,18.5,29061.5,8.072638889,1571.891892,1.251150519,0.9881189618,0.1786570743,377,0.9518988383,196,1.012591767,86,1.001118589
conservative,0.1,0,992842,3596,1771,1755,0.4880422692,1092,679,66,44071,436,43635,12.13431591,101.0802752,4.671562086,1.03068022,0.1795642374,692,1.028672824,252,1.039929536,111,0.9837116435
conservative,0.1,0,992843,3600,1200,1130,0.3138888889,579,621,59,20405,29.5,20375.5,5.659861111,691.6949153,1.537916404,0.8327551872,0.2904411765,289,0.9614185081,127,0.7414434795,49,0.9491065808
conservative,0.1,0,992844,3600,2049,1792,0.4977777778,1164,885,261,36074.5,425.5,35649,9.9025,84.78143361,0.707395373,0.9768793708,0.2402088773,583,0.9792560203,283,1.048773738,32,1.024179944
conservative,0.1,0,992845,3600,1875,1702,0.4727777778,1034,841,105,28713.5,289.5,28424,7.895555556,99.18307427,0.6048084564,0.8235147542,0.2640569395,415,0.8408253461,160,0.7008101365,41,0.5995741561
conservative,0.1,0,992846,3600,1887,1706,0.4738888889,1077,810,65,37228,947.5,36280.5,10.07791667,39.29076517,1.094370044,0.8484776112,0.2436797753,627,0.9756304517,227,0.801863375,38,0.4931806458
conservative,0.1,0,992847,3600,1344,1329,0.3691666667,732,612,193,18338.5,139.5,18199,5.055277778,131.4587814,0.6136992838,0.8016543682,0.2745292369,336,0.9347242921,102,0.7491147541,0,0
conservative,0.1,0,992848,3600,1401,1490,0.4138888889,856,545,54,31080,27,31053,8.625833333,1151.111111,2.520338656,0.9030141463,0.2464788732,431,0.9545467479,168,0.7123383856,60,0.972286481
conservative,0.1,0,992849,3600,2035,1913,0.5313888889,1198,837,92,45716,127,45589,12.66361111,359.9685039,14.94409356,1.06940479,0.2559006211,647,1.030990519,294,0.967843693,104,1.177740679
conservative,0.1,0,992850,3600,1571,1534,0.4261111111,875,696,44,24289.5,110,24179.5,6.716527778,220.8136364,0.7928598139,0.8595611397,0.2249778565,395,0.8920682839,185,0.8695138369,3,0.1417443609
conservative,0.1,0,992851,3600,1171,1200,0.3333333333,658,513,51,17838.5,25.5,17813,4.948055556,699.5490196,1.623058467,0.9829504304,0.2514220705,336,1.07353222,141,0.950487013,0,0
conservative,0.1,0,992852,3600,1019,1046,0.2905555556,441,578,48,12839.5,24,12815.5,3.559861111,534.9791667,0.5053635659,0.7179332168,0.3708987161,240,0.8377006392,73,0.496111778,17,1.007209721
conservative,0.1,0,992853,3600,1218,1264,0.3511111111,521,697,54,18450.5,27,18423.5,5.117638889,683.3518519,3.227163409,0.7860329874,0.3819691578,258,0.84831993,138,0.7591012758,49,0.923812767
conservative,0.1,0,992854,3600,1593,1649,0.4580555556,1115,478,127,27164,63.5,27100.5,7.527916667,427.7795276,2.09271069,0.788170306,0.1115537849,420,0.8734407739,146,0.5925856095,28,0.5333811659
conservative,0.1,0,992855,3600,1277,1537,0.4269444444,733,544,56,29358.5,82,29276.5,8.132361111,358.0304878,0.6005301237,0.8834423036,0.2625754527,335,0.80834086,155,0.675085266,40,0.7657826485
conservative,0.1,0,992856,3600,1294,1651,0.4586111111,731,563,52,33081.5,66,33015.5,9.170972222,501.2348485,1.220899764,0.8648657999,0.3057929725,529,0.9439758837,259,0.8015315738,82,0.6814769144
conservative,0.1,0,992857,3600,2695,2306,0.6405555556,1723,972,216,96040.5,7183.5,88857,24.6825,13.36959699,0.7801931917,0.872615611,0.1191206544,1156,0.9607529067,749,0.9547963433,261,0.8314430498
conservative,0.1,0,992858,3600,2424,2189,0.6080555556,1603,821,260,75501.5,1023.5,74478,20.68833333,73.7679531,0.8007427386,0.7765791426,0.1427807487,986,0.9226450405,569,0.8726386504,160,0.6284320795
conservative,0.1,0,992859,3600,3005,2411,0.6697222222,1887,1118,216,135234,11976,123258,34.23833333,11.29208417,1.169928985,1.07142318,0.1210992082,1408,1.032798046,1053,1.055302702,504,1.068718127
conservative,0.1,0,992860,3600,2980,2575,0.7152777778,2032,948,267,124347,7938.5,116408.5,32.33569444,15.66379039,1.019949383,0.9898456238,0.09407044137,1465,0.9988258528,938,0.9728502378,381,0.9942170819
conservative,0.1,0,992861,3600,2965,2509,0.6969444444,1989,976,274,115276.5,7698.5,107578,29.88277778,14.97389102,1.140581547,0.9859812551,0.1032461677,1283,0.9992511057,843,0.9989341218,362,0.9320086035
conservative,0.1,0,992862,3600,3239,2500,0.6944444444,1927,1312,412,164295,71208.5,93086.5,25.85736111,2.307238602,1.216145113,0.9729323149,0.1477222468,1289,1.045160165,991,1.018791073,588,0.9614206474
conservative,0.1,0,992863,3600,3366,2367,0.6575,1820,1546,497,188029,48758.5,139270.5,38.68625,3.856332742,1.284332012,1.054118693,0.1845878136,1150,1.024502954,996,1.019962761,711,0.9886912336
conservative,0.1,0,992864,3600,3084,2703,0.7508333333,2212,872,378,180437,23650.5,156786.5,43.55180556,7.629310163,1.068481169,0.9878920444,0.07331378299,1511,1.00508417,1170,0.9970841421,681,0.9738044234
conservative,0.1,0,992865,3600,2913,2671,0.7419444444,2200,713,415,130714.5,9853.5,120861,33.5725,13.26579388,1.010729649,0.9779900164,0.05213270142,1396,0.9769719393,984,0.9885473858,457,1.022144502
conservative,0.1,0,992866,3600,2917,2611,0.7252777778,2085,832,263,142986,9386.5,133599.5,37.11097222,15.233154,0.9660135106,0.9649317877,0.07661647476,1399,0.985031723,1025,0.9695853865,487,0.9462956302
conservative,0.1,0,992867,3600,2891,2672,0.7422222222,2051,840,432,129017,14105,114912,31.92,9.146898263,0.8531071415,0.9004185101,0.09607756721,1353,0.9627105971,966,0.9358291404,430,0.8913370809
conservative,0.1,0,992868,3600,2869,2616,0.7266666667,2061,808,226,139856,4092,135764,37.71222222,34.17790811,1.051784582,0.9762599624,0.08073148974,1520,0.9777749078,1076,0.9694743966,503,0.9578624856
conservative,0.1,0,992869,3600,2701,2353,0.6536111111,1870,831,138,114139,3278,110861,30.79472222,34.81970714,1.0732204,0.9793068198,0.0815324165,1317,0.9765169816,881,0.9654804314,352,0.979621444
conservative,0.1,0,992870,3600,2779,2378,0.6605555556,1808,971,165,133037,4028.5,129008.5,35.83569444,33.02395433,0.9812431731,0.9744582578,0.1180487805,1411,0.9907666349,1015,0.9690145248,424,0.8952093261
conservative,0.1,0,992871,3600,2644,2346,0.6516666667,1658,986,192,114327.5,2599,111728.5,31.03569444,43.98903424,1.131241688,1.002645376,0.1514841351,1227,0.9998403553,848,1.005426881,407,0.9939353859
conservative,0.1,0,992872,3600,2709,2444,0.6788888889,1844,865,235,124975.5,4664.5,120311,33.41972222,26.79290385,0.8850977297,0.9545949956,0.09828850856,1305,0.9658242131,877,0.9536572893,346,0.8980649686
conservative,0.1,0,992873,3600,2852,2286,0.635,1743,1109,251,136284.5,26614,109670.5,30.46402778,5.120782295,1.301109559,0.9530022894,0.1170212766,1201,1.003650381,897,0.969435015,485,0.9238483954
conservative,0.1,0,992874,3600,3264,2444,0.6788888889,1914,1350,398,183617,34640.5,148976.5,41.38236111,5.300645199,1.409283007,1.079486752,0.1436241611,1318,1.036726856,1089,1.023761548,685,0.9808148365
conservative,0.1,0,992875,3600,3024,2561,0.7113888889,1975,1049,349,197889.5,19839.5,178050,49.45833333,9.974520527,1.168329834,0.9909394784,0.1295724989,1371,0.9944063945,1144,0.9918591683,739,0.9822151899
conservative,0.1,0,992876,3600,3058,2614,0.7261111111,2075,983,262,152258,9015,143243,39.78972222,16.88940654,1.097570681,1.001782946,0.1048317515,1530,1.008414337,1130,1.009897199,582,1.028433735
conservative,0.1,0,992877,3600,2831,2437,0.6769444444,1884,947,160,128538.5,5853,122685.5,34.07930556,21.96113104,1.081524828,0.9568323643,0.0972688069,1398,1.002725628,1019,0.9878737758,429,0.924875947
conservative,0.1,0,992878,3600,2807,2430,0.675,1941,866,155,142721,4614.5,138106.5,38.36291667,30.92881136,1.203228247,1.001910475,0.08313651393,1512,1.000272918,1084,0.9928051686,506,0.9730822563
conservative,0.1,0,992879,3600,2854,2295,0.6375,1778,1076,144,121918,3496,118422,32.895,34.87356979,1.381095407,1.008616804,0.125,1281,0.993827137,869,0.9673346137,455,1.014381015
conservative,0.1,0,992880,3600,2958,2632,0.7311111111,2125,833,323,130160.5,10257,119903.5,33.30652778,12.68991908,0.9665907678,0.9418524463,0.08405172414,1414,0.9657939156,940,0.9557925493,413,0.9257584541
conservative,0.1,0,992881,3600,2945,2494,0.6927777778,2014,931,257,127629,10182.5,117446.5,32.62402778,12.53415173,0.8393672653,0.9165068688,0.0899231812,1411,0.9811006738,984,0.9774917966,436,0.9587175486
conservative,0.1,0,992882,3600,2923,2507,0.6963888889,2061,862,196,112772.5,7457,105315.5,29.25430556,15.12303876,1.000459801,1.003133256,0.07785234899,1476,1.012247346,925,1.015383362,336,1.005337215
conservative,0.1,0,992883,3592,2798,2587,0.7202115813,2070,728,276,124310.5,6876,117434.5,32.69334633,18.07889761,0.9790542055,0.9895372631,0.06924460432,1320,0.9841323133,917,0.9852945017,380,0.995431225
conservative,0.1,0,992884,3600,2909,2416,0.6711111111,1975,934,273,107316,6015.5,101300.5,28.13902778,17.83991356,0.8608295952,0.9152126487,0.08564814815,1206,0.9565595796,839,0.9447803197,342,0.8537893156
conservative,0.1,0,992885,3600,2822,2514,0.6983333333,1907,915,303,102350,6677.5,95672.5,26.57569444,15.32759266,1.436221501,0.9412942158,0.1117838845,1174,0.9514229871,804,0.9487784867,295,0.871345929
conservative,0.1,0,992886,3600,2737,2485,0.6902777778,2010,727,255,111801.5,7340.5,104461,29.01694444,15.23077447,0.9726723572,0.9736814342,0.0603085554,1342,0.9893828098,861,0.9835708204,363,0.9487409402
conservative,0.1,0,992887,3600,2692,2412,0.67,1888,804,143,113465.5,2171.5,111294,30.915,52.25212986,1.092403745,0.956916096,0.08438409311,1327,0.9859820616,795,0.9485763421,347,0.9012187027
conservative,0.1,0,992888,3600,2562,2328,0.6466666667,1778,784,190,97635,4589,93046,25.84611111,21.2758771,0.833404008,0.9022729917,0.08018623901,1242,0.9920474187,814,0.9701647096,246,0.8541504601
conservative,0.1,0,992889,3600,2284,2219,0.6163888889,1639,645,204,96534.5,2382,94152.5,26.15347222,40.52665827,1.085679188,0.907443837,0.1009325288,1184,0.9957408859,806,0.9724565449,214,0.8330055457
conservative,0.1,0,992890,3600,2472,2373,0.6591666667,1706,766,183,102476.5,2069.5,100407,27.89083333,49.51751631,1.407870519,0.9733862508,0.1133056133,1236,0.9717679582,736,0.9721664435,350,1.008252944
conservative,0.1,0,992891,3600,2471,2414,0.6705555556,1714,757,202,87216,1956,85260,23.68333333,44.58895706,1.115441777,0.9225582976,0.1232736573,1150,0.9752385201,664,0.9357382307,210,0.8271802131
conservative,0.1,0,992892,3596,2756,2367,0.6582313682,1883,873,149,109213,3518.5,105694.5,29.39224138,31.03964758,1.269440218,0.96765018,0.0929672447,1344,1.000054808,905,0.9811687418,351,0.9860485218
conservative,0.1,0,992893,3600,2575,2415,0.6708333333,1824,751,264,99603,4006,95597,26.55472222,24.86345482,1.047040183,0.9712902996,0.09118086697,1170,0.96030638,772,0.9980379635,276,0.9189579196
conservative,0.1,0,992894,3600,2565,2390,0.6638888889,1768,797,183,109209.5,2220.5,106989,29.71916667,49.18239135,1.334595908,0.9663936756,0.1151151151,1312,1.011929247,881,0.990812112,280,0.8811750964
conservative,0.1,0,992895,3600,2725,2512,0.6977777778,1967,758,263,107079.5,3129.5,103950,28.875,34.21616872,0.7778494963,0.9223418952,0.08511627907,1248,0.9520524782,818,0.9404341764,347,0.9174033771
conservative,0.1,0,992896,3600,3214,2435,0.6763888889,1872,1342,505,152298.5,33079,119219.5,33.11652778,4.604084162,1.50635193,1.08629755,0.1594072744,1123,1.012103215,942,1.007036913,524,0.9400682332
conservative,0.1,0,992897,3600,3248,2696,0.7488888889,2183,1065,534,177022,33576.5,143445.5,39.84597222,5.272199306,1.128883191,0.9994424062,0.116194332,1335,1.000651935,1084,1.00052174,642,0.9600066296
conservative,0.1,0,992898,3600,3012,2703,0.7508333333,2175,837,428,173223.5,18778,154445.5,42.90152778,9.224810949,1.043761956,0.9837402989,0.08305227656,1419,0.9864810968,1057,0.9771446987,562,0.9632092864
conservative,0.1,0,992899,3600,3047,2632,0.7311111111,2174,873,429,144268,12461.5,131806.5,36.61291667,11.57709746,1.01669851,0.9537897113,0.08037225042,1347,0.9807307136,1031,0.9830016459,540,0.9604625967
conservative,0.1,0,992900,3600,3093,2629,0.7302777778,2144,949,511,167878,29027,138851,38.56972222,5.783511903,1.123228626,0.9901494587,0.09650231774,1414,1.004372065,1073,1.004505276,615,0.9675221561
conservative,0.1,0,992901,3596,2932,2764,0.7686318131,2185,747,332,157067,10527.5,146539.5,40.75069522,14.91968654,1.039252843,0.9748472504,0.09147609148,1459,0.9862960764,1131,0.988705044,590,0.985936605
conservative,0.1,0,992902,3600,2916,2577,0.7158333333,2078,838,259,148275,8758.5,139516.5,38.75458333,16.92926871,1.196665993,1.000910784,0.07644444444,1410,0.9838956002,1038,0.9821960402,572,0.968241013
conservative,0.1,0,992903,3600,3058,2768,0.7688888889,2259,799,409,154678.5,20699,133979.5,37.21652778,7.472752307,1.022166276,0.9870074658,0.08245329001,1508,0.9919213116,1156,0.9948334092,615,0.9782881791
conservative,0.1,0,992904,3600,3128,2721,0.7558333333,2243,885,317,179485,13452.5,166032.5,46.12013889,13.34212972,1.180812174,1.000012634,0.08858187729,1629,1.013716927,1251,1.007854206,670,0.9662417513
conservative,0.1,0,992905,3600,3094,2695,0.7486111111,2225,869,380,151552,16502,135050,37.51388889,9.183856502,1.075451304,0.9867711128,0.07981803143,1403,0.9774339691,1020,0.9741573034,544,0.9875530261
conservative,0.1,0,992906,3600,3040,2680,0.7444444444,2241,799,401,141793.5,14699.5,127094,35.30388889,9.646144427,1.155053545,0.9919779205,0.06155778894,1375,0.9775884343,1005,0.983636325,475,1.000551551
conservative,0.1,0,992907,3600,3312,2715,0.7541666667,2155,1157,477,186934.5,40291.5,146643,40.73416667,4.639551767,1.309847134,1.115429976,0.137655062,1460,1.044627928,1196,1.051556967,715,1.030841492
conservative,0.1,0,992908,3600,3126,2752,0.7644444444,2248,878,394,168599.5,20698,147901.5,41.08375,8.145690405,1.037572727,1.013718674,0.08019639935,1568,1.014617409,1229,1.012446556,668,1.011874026
conservative,0.1,0,992909,3600,3084,2741,0.7613888889,2259,825,358,174287.5,19099,155188.5,43.10791667,9.125477774,1.0664946,1.026593436,0.07380073801,1615,1.007681644,1276,1.022302028,713,1.035523156
conservative,0.1,0,992910,3600,3252,2698,0.7494444444,2232,1020,559,178332,38645.5,139686.5,38.80180556,4.614560557,1.118125816,1.026557659,0.1046931408,1418,1.004869043,1193,1.018867627,710,1.023207088
conservative,0.1,0,992911,3600,3215,2830,0.7861111111,2294,921,548,172443.5,29839,142604.5,39.61236111,5.779131338,1.033360698,1.005550355,0.1073929961,1490,1.006850709,1164,1.006369646,702,1.009067132
conservative,0.1,0,992912,3600,2980,2757,0.7658333333,2241,739,321,159480,12248.5,147231.5,40.89763889,13.02036984,0.9406343991,0.9725307085,0.07281754241,1596,0.9945185302,1194,0.9904788628,583,0.9863258519
conservative,0.1,0,992913,3600,3007,2802,0.7783333333,2221,786,371,159481,16298.5,143182.5,39.77291667,9.785010891,1.07568705,1.017395446,0.0856319473,1500,0.997466583,1181,0.9949903997,598,1.039318352
conservative,0.1,0,992914,3600,2932,2765,0.7680555556,2242,690,281,171417,11264.5,160152.5,44.48680556,15.21745306,0.994352878,1.025332994,0.06738768719,1639,1.005828325,1273,1.01202411,681,1.042839803
conservative,0.1,0,992915,3600,2949,2696,0.7488888889,2184,765,270,158379,9574,148805,41.33472222,16.54261542,1.040534077,1.002915645,0.06984667802,1609,1.000733318,1165,0.994984222,571,1.007852115
conservative,0.1,0,992916,3600,3046,2804,0.7788888889,2325,721,389,185635,15444.5,170190.5,47.27513889,12.01948914,1.07640469,1.020828616,0.06438631791,1644,1.002707995,1268,1.003149966,724,1.009061542
conservative,0.1,0,992917,3600,2934,2708,0.7522222222,2156,778,355,143486.5,13590,129896.5,36.08236111,10.55824135,0.8787995755,0.9388407385,0.08411214953,1480,0.9897115871,1089,0.980138484,522,0.943380467
conservative,0.1,0,992918,3600,2776,2598,0.7216666667,2037,739,176,159419.5,3002,156417.5,43.44930556,53.10443038,1.386537992,1.042284989,0.09667405765,1553,1.011185097,1219,1.036331302,586,1.063374182
conservative,0.1,0,992919,3600,2893,2617,0.7269444444,2084,809,203,144598,6801.5,137796.5,38.27680556,21.25972212,1.145168039,1.004010085,0.07624113475,1475,0.9997992049,1016,0.9925453271,521,1.046671491
conservative,0.1,0,992920,3140,2245,2047,0.651910828,1539,706,211,110551.5,3898.5,106653,33.96592357,28.35744517,1.024655321,0.9747412459,0.09630064592,1103,0.9669408676,872,0.9680523537,376,0.9202785736
conservative,0.1,25,992801,614,180,244,0.3973941368,74,106,19,3310.5,9.5,3301,5.376221498,348.4736842,0.9411172302,0.9252661281,0.5595238095,55,1.005893111,51,1.265857694,1,0.2211302211
conservative,0.1,25,992802,3600,1508,1774,0.4927777778,997,511,126,39215.5,63,39152.5,10.87569444,622.468254,0.8558686766,0.9592553476,0.1614802355,677,0.9706047051,369,1.087965651,16,0.4033433634
conservative,0.1,25,992803,3600,1492,1708,0.4744444444,947,545,59,32847,50.5,32796.5,9.110138889,650.4356436,1.193087275,1.010145013,0.2068676717,604,1.013421679,160,1.059160729,9,0.4726504752
conservative,0.1,25,992804,3600,1417,1605,0.4458333333,898,519,80,32853,40,32813,9.114722222,821.325,0.7448670325,0.9494935264,0.223183391,529,1.02926767,213,0.8177702274,35,0.9862193764
conservative,0.1,25,992805,3600,1042,1241,0.3447222222,694,348,53,21754.5,26.5,21728,6.035555556,820.9245283,1.017310709,0.8995066824,0.1967592593,392,0.9875249018,128,0.8503736196,43,0.5614083448
conservative,0.1,25,992806,3600,1786,1834,0.5094444444,1159,627,167,52771,189.5,52581.5,14.60597222,278.474934,1.033318741,0.8696894804,0.1226343679,620,0.9412904789,359,0.8630469809,162,0.8698234992
conservative,0.1,25,992807,3600,1593,1671,0.4641666667,908,685,141,25129.5,70.5,25059,6.960833333,356.4468085,0.7525150248,0.8194756996,0.2730184147,383,0.8681359492,160,0.7884967579,13,0.2092409975
conservative,0.1,25,992808,3600,1284,1564,0.4344444444,815,469,113,37917,56.5,37860.5,10.51680556,671.0973451,0.9699607177,1.027806251,0.1658137155,452,1.020211999,266,1.01470313,101,1.026590144
conservative,0.1,25,992809,3600,1682,1631,0.4530555556,881,801,83,31610,77.5,31532.5,8.759027778,407.8709677,0.487577149,0.83297584,0.2946357086,482,0.9477152987,199,0.7706483274,65,0.6707979262
conservative,0.1,25,992810,3600,1894,1757,0.4880555556,1102,792,122,41480,449,41031,11.3975,92.3830735,0.8734943937,0.945418404,0.2261235955,674,0.97755213,301,0.8453050307,49,1.122879613
