signal,horizon_s,leg,rows,raw_mean_ticks,raw_mean_bps,demeaned_mean_ticks,demeaned_mean_bps,frac_favourable_for_leg
direction_p2_lightgbm,600,up_leg_top_decile,204547,236.25313986516545,3.5000279729078856,23.115033483747258,0.36036513825223954,0.5003202198027837
direction_p2_lightgbm,600,down_leg_bottom_decile,204547,148.57107168523615,2.206348149073119,-1.010459458498387,0.0035200846689948757,0.5160818784924737
direction_p2_lightgbm,600,up_leg_positive_signal,977321,215.55308951715966,3.19084215926587,-0.1192038296921563,0.0145065588268273,0.5067424111422961
direction_p2_lightgbm,600,down_leg_negative_signal,1068149,206.80758442876416,3.0550402229665643,0.10906756083519134,0.018762282448285064,0.494877587302895
sweep_dir_p4a,1,up_leg_top_decile,213648,28.00292303227739,0.40236721972142575,27.120784450179602,0.38950008248576945,0.5149779075863102
sweep_dir_p4a,1,down_leg_bottom_decile,213649,-26.130854813268492,-0.3746484698987659,-26.97968871382729,-0.38698993897322803,0.5318115226375972
sweep_dir_p4a,1,up_leg_positive_signal,1059528,9.055989553839067,0.13103481850421705,8.619695163714388,0.12463732383064084,0.20907989217840398
sweep_dir_p4a,1,down_leg_negative_signal,1076960,-8.10345602436488,-0.11704846089109028,-8.480174173061188,-0.12253619979758704,0.21290577180210965
sweep_dir_p4a,2,up_leg_top_decile,213632,34.727348899041345,0.499598649403647,32.961462840573866,0.47384062096344826,0.5808680347513481
sweep_dir_p4a,2,down_leg_bottom_decile,213633,-31.212010784850655,-0.44752775148893403,-32.912089289241855,-0.472245631114908,0.589014805765027
sweep_dir_p4a,2,up_leg_positive_signal,1059442,12.647418169187176,0.18368841950402232,11.773548159864355,0.17087467588538804,0.284155243986929
sweep_dir_p4a,2,down_leg_negative_signal,1076886,-10.827851323166984,-0.1569323956677846,-11.582833660743118,-0.16793003110637736,0.2855130440919466
sweep_dir_p4a,5,up_leg_top_decile,213584,44.15799170349839,0.6370379972498778,39.75027525563923,0.5727441961673875,0.612068319724324
sweep_dir_p4a,5,down_leg_bottom_decile,213585,-34.92195378888967,-0.5005952808152541,-39.17128898667079,-0.5623761269258548,0.6040686377788702
sweep_dir_p4a,5,up_leg_positive_signal,1059166,18.341295415449515,0.2679906550746644,16.156499247835793,0.235950613591882,0.3838378497799212
sweep_dir_p4a,5,down_leg_negative_signal,1076682,-14.0052299564774,-0.20413370667350447,-15.89365725658388,-0.23164453333131893,0.37900512871952907
sweep_dir_p4a,10,up_leg_top_decile,213504,52.13860864433453,0.7535732942721601,43.329827587319066,0.6251060608201914,0.5971316696642686
sweep_dir_p4a,10,down_leg_bottom_decile,213505,-32.34433385634997,-0.462296914703755,-40.851070512601524,-0.5859418375550843,0.5811948197934474
